page	claim_id	heading	label	status	warrant	reference	context
book8/ch8-5-bitcoin.html	ch8-5-bitcoin#1	C — Compress: The Halving Mechanism	proved	proved	-	-	50M users (November 2020); the OCC clarified that US banks could hold crypto assets (January 2021); BNY Mellon announced crypto custody (February 2021); the US Bitcoin ETF (BlackRo
book8/ch8-6-voa.html	ch8-6-voa#1		conjectured	conjecture	-	-	r VOA · Ch 8.6 · The dm³ Contact Form — Principia Orthogona G8 · The Monster Index 8.5 All Chapters Book 8 · Chapter 8.6 · Monster Arc The Monster VOA and the dm³ Contact Form The 
book8/ch8-6-voa.html	ch8-6-voa#2		conjecture	conjecture	-	-	8.6 · Monster Arc The Monster VOA and the dm³ Contact Form The moonshine module is conjectured to be the unique VOA at central charge 24 with no ground-state vectors of weight 1 — 
book8/ch8-6-voa.html	ch8-6-voa#3		established	proved	cited	-	orm The moonshine module is conjectured to be the unique VOA at central charge 24 with no ground-state vectors of weight 1 — the FLM uniqueness conjecture, still open as of 2026 (D
book8/ch8-6-voa.html	ch8-6-voa#4		conjecture	conjecture	-	-	ss–Lam have established weaker partial versions; a full proof would need a fuller understanding of the Griess algebra). The contact-form framing below is this book's interpretive o
book8/ch8-6-voa.html	ch8-6-voa#5	The Monster VOAand the dm³ Contact Form	conjecture	conjecture	-	-	x 8 \times 10^{53}$. If $V^\natural$ is unique, the Monster is the automorphism group of the unique holomorphic CFT of its type &mdash; and that antecedent is the Frenkel&ndash;Lep
book8/ch8-6b-mycelium.html	ch8-6b-mycelium#1	F — Fold: Anastomosis	established	proved	cited	-	weight) Status: Largest known organism on Earth by area All connected by: continuous mycelial network, verified by genetic identity · · · U — Unfold: The Wood Wide Web Once the ana
book8/ch8-9-nested-infinities.html	ch8-9-nested-infinities#1		conjectured	conjecture	-	-	mensional, exceptional), $E_9 = E_8^+$ (affine, infinite-dimensional), $E_{10} = E_8^{++}$ (hyperbolic, studied by Damour-Henneaux as the symmetry of M-theory near a spacelike sing
book8/ch8-9-nested-infinities.html	ch8-9-nested-infinities#2	Is the Ceiling a Wall or a Door?	proved	proved	-	-	of one ladder, even though this chapter's own title places them in the same breath. $\tau=2$ is reached the ordinary way — a bounded, monotone sequence converging to its supremum, 
book8/ch8-cosmological.html	ch8-cosmological#1		empirical	-	measured	-	n a static black-hole spacetime: a Lorentzian contact manifold with a dual CFT on its conformal boundary. Cluster magnification fell out of the conformal bootstrap; the duality sur
book8/ch9-causal.html	ch9-causal#1		proved	proved	-	-	.3 8.4 8.5 8.6 8.7 8.8 Ch 8.10 → Book 8 · The Monster · Chapter 9 &nbsp;·&nbsp; Full Causal Structure — Beyond Horizons The horizon was a slice. The contact structure is the whole 
book8/ch9-causal.html	ch9-causal#2		proved	proved	-	-	y in terms of the contact form's behaviour on $\Sigma_{0}$: Theorem · Contact-geometric causal hierarchy Metric condition Contact condition Status chronological $d\tilde\alpha \neq
book8/ch9-causal.html	ch9-causal#3		proved	proved	-	-	$\Sigma_{0}$: Theorem · Contact-geometric causal hierarchy Metric condition Contact condition Status chronological $d\tilde\alpha \neq 0$ along Reeb flow PROVED causal Reeb flow ha
book8/ch9-causal.html	ch9-causal#4		proved	proved	-	-	archy Metric condition Contact condition Status chronological $d\tilde\alpha \neq 0$ along Reeb flow PROVED causal Reeb flow has no closed orbits PROVED distinguishing $\tilde\alph
book8/ch9-causal.html	ch9-causal#5		proved	proved	-	-	b flow PROVED causal Reeb flow has no closed orbits PROVED distinguishing $\tilde\alpha$ separates points PROVED strongly causal $\tilde\alpha$ has local Darboux normal form everyw
book8/ch9-causal.html	ch9-causal#6		conjecture	conjecture	-	-	D distinguishing $\tilde\alpha$ separates points PROVED strongly causal $\tilde\alpha$ has local Darboux normal form everywhere off $\Sigma_0$ PROVED stably causal $\Sigma_0$ is a 
book8/ch9-causal.html	ch9-causal#7		conjecture	conjecture	-	-	form everywhere off $\Sigma_0$ PROVED stably causal $\Sigma_0$ is a closed Whitney fold conjecture (Ch.5 closes for static) globally hyperbolic Reeb foliation is complete; $\Sigma_
book8/index.html	index#1	Four Faces of the Monster	formalised	-	kernel	-	+ 196,884 q + 21,493,760q² + ··· where q = e 2πiτ and the Monster's smallest non-trivial representation has dimension 196,883 196,884 = 196,883 + 1 This is not a coincidence. Conwa
book8/index.html	index#2	Four Faces of the Monster	proved	proved	-	-	icients of the j-function are simple sums of dimensions of irreducible representations of 𝕄. The Monster is secretly organising the j-function — the deepest modular object in numbe
book8/index.html	index#3	What You See When You See It	proved	proved	-	-	toms in the observable universe. But the series does not stop at the Monster. The deeper question Vol VIII carries into the open: is there a ceiling to the hierarchy of generative 
book8/index.html	index#4	Part I · Quantum Foundations & the k-nacci Recurrence	measured	-	measured	-	uasicrystals) to Tribonacci (η₃ ≈ 1.839, Rauzy fractal) to Tetranacci · convergence toward 2 · an honest look at the "ladder toward ℵ₀" analogy live Q.2 Polylaminin &amp; Contact T
book8/index.html	index#5	Part II · The Fold at Every Scale (Monster as Symmetry)	measured	-	measured	-	cci · convergence toward 2 · an honest look at the "ladder toward ℵ₀" analogy live Q.2 Polylaminin &amp; Contact Topology — The First Measured Instance k-nacci structure in biologi
book8/index.html	index#6	Part II · The Fold at Every Scale (Monster as Symmetry)	conjecture	conjecture	-	-	onster Is Classification of finite simple groups · the 26 sporadic groups · the Happy Family · order of 𝕄 · why it exists live 8.1 Monstrous Moonshine McKay's observation · j-funct
HVEH/case-belleville-second-river.html	case-belleville-second-river#1		measured	-	measured	-	GS-01392500 flow record before any figure is quoted as firm. The gauge data already exists — reading it is the first, cheap Phase-1 task, and it is what turns the 365-day claim fro
HVEH/ch-build-2river.html	ch-build-2river#1		established	proved	cited	-	No USACE 404. Flow mode Continuous — runs on normal river flow, storms amplify. Scale 3 × sub-100 kW. Smallest, fastest permitting lane. Municipality Belleville already in HVEH pla
HVEH/ch-build-2river.html	ch-build-2river#2		measured	-	measured	-	me above water level. The blades are swept to match the contact-geometric spiral — this is the novel piece and the longest-lead item. Blade pitch and sweep angle are derived from t
HVEH/ch-build-2river.html	ch-build-2river#3		measured	-	measured	-	orridor has JCP&L distribution infrastructure within ~200 m of the confluence. Net metering agreement with JCP&L for sub-100 kW. § 3 Step 0 — Hydraulic Survey (First) Before any de
HVEH/ch-build-2river.html	ch-build-2river#4	Why This Site Is Easy	measured	-	measured	-	Rent ADCP from SonTek or Teledyne (~$1.5k/week). Two technicians. Delivers: channel cross-section drawing, flow velocity table by condition, sediment estimate. Rotor design + CFD M
HVEH/ch-build-2river.html	ch-build-2river#5	Why This Site Is Easy	measured	-	measured	-	imate. Rotor design + CFD Months 1–4 Translate measured channel geometry + contact-geometric blade equations into mechanical drawings. CFD validation in OpenFOAM (open-source, no l
HVEH/ch-build-2river.html	ch-build-2river#6	Cost Breakdown — 3 Units	measured	-	measured	-	design contract executed (CFD firm or university partner). NJDEP FHA permit application filed. NJDEP DFW coordination letter sent. Belleville DPW pre-application meeting. Month 2–4
HVEH/ch-build-2river.html	ch-build-2river#7	Phase 1 · Contact-Geometric Blade Profile	measured	-	measured	-	ing inward Chord at r* 77 mm C_tip / r* = 60 / 0.77594059 Hydrofoil profile NACA 0012 Symmetric — zero camber avoids axial lift Design flow range 0.3–1.0 m/s normal · up to 2.5 m/s
HVEH/ch02.html	ch02#1	Principia Orthogona — The Complete Series	proved	proved	-	-	into a genuine 3-manifold (the one from Book 3). The contact form gains curvature. Fixed points become Reeb orbits. The ODE becomes a flow on the manifold — the Reeb flow — and the
HVEH/ch02.html	ch02#2	Complete Series — G¹ through G⁵	proved	proved	-	-	xt &mdash; HTML and PDF, revised as the series revises. ISBNs are assigned on publication, not before. G¹ · Vol. I The Orthogonal Operator Framework Abstract operator algebra. G = 
HVEH/ch06b.html	ch06b#1		formalised	-	kernel	-	r · Paraná Delta License MIT (code) · CC BY-NC-ND 4.0 (text) Chapters 1–6 climbed the dimension ladder to the 6D arena where GTCT acts. The structures there are conjectural: stated
HVEH/ch06b.html	ch06b#2		established	proved	cited	-	res, is not what erosion usually produces. Second, it moves. A patch of vegetation and peat, neutrally buoyant, set turning by the slow circulation of water beneath and around it —
HVEH/ch06b.html	ch06b#3	El Ojo:The Mystery That Rotates	proved	proved	-	-	ż = r² − ε(r − 1)²e −z // ε = 2 The radial term r(1 − r²) pulls every radius toward the unit circle. The coupling ε(r − 1)e −z vanishes on the attractor and decays as the exchange 
HVEH/ch06b.html	ch06b#4	Why It Is Not a Coincidence	conjecture	conjecture	-	-	istence, sensitivity to size) match the theorem's predictions. A decisive test would be bathymetric and flow data fitting r*, μ, and T* — proposed as field work in Chapter 9. The i
HVEH/ch06b.html	ch06b#5	From Mystery to Machine — the HVEH	established	proved	cited	-	torm does not need to be modelled storm-by-storm; the geometry predicts the transition. § 6 The Seven-Proofs Framework The Principia Orthogona Standard Methodology requires that a 
HVEH/ch06b.html	ch06b#6	Conjectural vs. Proven — the Bridge to Ch 10	formalised	-	kernel	-	Bridge to Ch 10 This volume runs from the conjectural to the proven, and this interlude is the seam. Chapters 1–6 build the 6D arena where GTCT acts; much of that structure is moti
HVEH/ch06b.html	ch06b#7	Exercise &amp; References	empirical	-	measured	-	³ ODE whose outer-basin convergence is a theorem with a Lean 4 record that names, honestly, the six remaining gaps (AXLE Issues #12–#17). El Ojo and the HVEH sit deliberately in th
HVEH/ch06b.html	ch06b#8	Exercise &amp; References	conjecture	conjecture	-	-	forecast until a module is built. The honest status, chapter by chapter: the mathematics of the attractor is proven for the outer basin (Ch 10); the identification of El Ojo with t
HVEH/ch06b.html	ch06b#9	Exercise &amp; References	measured	-	measured	-	signing a falsification test. (1) Which measurable quantities would you collect in the field (geometry, flow, sediment exchange) and how do they map onto r, θ, z and the constants 
HVEH/ch06b.html	ch06b#10	Exercise &amp; References	conjecture	conjecture	-	-	ophe · IV Contact geometry · V Spectral/Markov · VI Numerical · VII Information geometry. One claim, seven independent routes. HONEST STATUS Attractor math: proven (outer basin, Ch
HVEH/ch07.html	ch07#1	The HVEH in One Page	established	proved	cited	-	a transition sharpness fixed by the universal Hill coefficient n ≈ 3.64 (Proof IV). The full justification is the seven-proofs framework introduced in Chapter 6½; this chapter take
HVEH/ch08.html	ch08#1	Harrison:The Ordering Law Under Pressure	established	proved	cited	-	oning order.) Because [K, F] ≠ 0 with the commutator supported at the fold, the stable attractor Γ is reachable only along paths that apply K before F. Equivalently: basin vane geo
HVEH/ch09.html	ch09#1		conjectured	conjecture	-	-	n closes into a generative spiral. Dimensions beyond six are not abandoned; they are the explicit subject of Volume V. The chapter hands the reader to Chapter 10, where the dm³ att
HVEH/ch09.html	ch09#2		proved	proved	-	-	generative spiral. Dimensions beyond six are not abandoned; they are the explicit subject of Volume V. The chapter hands the reader to Chapter 10, where the dm³ attractor is no lon
HVEH/ch09.html	ch09#3	From Claim to Check	proved	proved	-	-	s Not Closed Verification means stating the gaps as plainly as the results. The AXLE engine formalises the dm³ framework in Lean 4 with Mathlib4 and zero additional axioms. The hon
HVEH/ch09.html	ch09#4	From Claim to Check	proved	proved	-	-	s stating the gaps as plainly as the results. The AXLE engine formalises the dm³ framework in Lean 4 with Mathlib4 and zero additional axioms. The honesty is structural: proved obl
HVEH/ch09.html	ch09#5	Proof VI — The Numbers Confirm It	proved	proved	-	AutophagyDm3.lean	_homotopic : &nbsp;&nbsp;¬ Nonempty (Homotopy gamma_K gamma_F) := by sorry -- AXLE Issue #16 The current state, as recorded in the AXLE module AutophagyDm3.lean : twenty-one theore
HVEH/ch09.html	ch09#6	The Ladder Ends at Six	proved	proved	-	-	t six is itself a verification discipline: a volume should close the structure it opens, and the structure Book 4 opens — the contact-geometric attractor and its operator chain — c
HVEH/ch09.html	ch09#7	The Ladder Ends at Six	proved	proved	-	-	½ through 9 has been a forecast resting on a theorem stated but not yet displayed. Chapter 10 displays it. There the dm³ ODE is written out, the outer-basin convergence to the heli
HVEH/ch09.html	ch09#8	The Ladder Ends at Six	established	proved	cited	-	displays it. There the dm³ ODE is written out, the outer-basin convergence to the helix at rate μ → −2 is proved (with the Lean 4 record naming AXLE Issues #12–#17), the basin asym
HVEH/ch09.html	ch09#9	Handoff to Chapter 10	conjectured	conjecture	-	-	e basin asymmetry r* ≈ 0.776 is established against the symmetric Gronwall estimate, and the interactive simulation lets the reader watch every outer-basin trajectory fall onto the
HVEH/ch09.html	ch09#10	Handoff to Chapter 10	open	open	-	AutophagyDm3.lean	constructive: run the grid, P_ON ≈ 0.94 (K→F) vs → 0 (F→K). VII · topological: K_sec &lt; 0, [γ_K] ≠ [γ_F]. Same verdict, opposite methods. LEAN STATUS AutophagyDm3.lean: 21 theore
HVEH/chHALO.html	chHALO#1	Resilient NJ Durability Scoring	proved	proved	-	-	the mechanical module, which is bolt-in replaceable at ~40% of the original module cost. This is the investor-facing version of the same statement that Chapter 9 made mathematicall
HVEH/chHALO.html	chHALO#2	Revenue Model	speculative	conjecture	none	-	able to successor infrastructure The $2.8M deployment cost against $168M in avoided flood damage over 40 years represents a 60:1 ratio before accounting for energy revenue. The inv
HVEH/chHALO.html	chHALO#3	HALO and the Seven Proofs — Due Diligence in Mathematics	proved	proved	-	-	5 years. It is eligible for IRA Section 48 ITC (30–40%) and scores favourably under FEMA BCA (BCR ~11.5:1) and Resilient NJ durability criteria. Its performance is founded on a top
HVEH/chHALO.html	chHALO#4	HALO and the Seven Proofs — Due Diligence in Mathematics	formalised	-	kernel	-	48 ITC (30–40%) and scores favourably under FEMA BCA (BCR ~11.5:1) and Resilient NJ durability criteria. Its performance is founded on a topological attractor (proved in seven inde
HVEH/chHALO.html	chHALO#5	HALO and the Seven Proofs — Due Diligence in Mathematics	speculative	conjecture	none	-	cost for the 25-module Passaic corridor is ~$2.8M. Avoided flood damage over a 40-year horizon is ~$168M. Revenue from electricity and municipal capacity payments is ~$280k/yr. The
HVEH/distribution-theory.html	distribution-theory#1		established	proved	cited	-	Geom Proof II of VII Distribution Theory The sharp-interface idealization, and where irreversibility actually comes from The laminar-to-vortex transition is path-dependent: once th
HVEH/distribution-theory.html	distribution-theory#2	Distribution Theory	empirical	-	measured	-	usion survives, on different grounds. Hysteresis in this basin is real and is a fold phenomenon &mdash; the subject of Proof III , not of distribution theory. The width of the hyst
HVEH/distribution-theory.html	distribution-theory#3	Distribution Theory	measured	-	measured	-	ds. Hysteresis in this basin is real and is a fold phenomenon &mdash; the subject of Proof III , not of distribution theory. The width of the hysteresis window is an empirical quan
HVEH/distribution-theory.html	distribution-theory#4	Distribution Theory	established	proved	cited	-	ary and hold as written [VERIFIED — textbook] . The bistable-window structure is a [MODEL] claim, inherited from Proof III's fold analysis. The width of the hysteresis window — the
HVEH/distribution-theory.html	distribution-theory#5	Distribution Theory	established	proved	cited	-	s measurement on a basin r H r* δ(r − r*) jump in the idealized profile laminar vortex 0 1 Engineering consequence The HVEH is expected not to switch off mid-vortex by a small redu
HVEH/distribution-theory.html	distribution-theory#6	Distribution Theory	measured	-	measured	-	control logic must not assume a symmetric ramp. This follows from the bistable structure in Proof III and is a [MODEL] prediction. The size of the gap between the two setpoints is 
HVEH/hveh-data-center.html	hveh-data-center#1	Where it belongs in the books	speculative	conjecture	none	-	ngineered, costed, or planned for build. Figures are order-of-magnitude illustrations; the continuous-power basis traces to the USGS-01392500 gauge on the Second River, everything 
HVEH/index.html	index#1		established	proved	cited	-	a stable helical vortex . A vertical-axis low-head turbine extracts energy from the rotation. The basin geometry is not arbitrary. Operator non-commutativity [K, F] ≠ 0 — the curva
HVEH/index.html	index#2		empirical	-	measured	-	ocks the system into its energy-producing attractor rather than chaotic turbulence. Deploying these in the wrong order produces the wrong outcome. This is a derivable mathematical 
HVEH/index.html	index#3		proved	proved	-	-	per module during storm events (modeled) ~500 kW modeled electrical output per module at storm scale (size-dependent) 7 independent mathematical proofs of the operator framework (m
HVEH/index.html	index#4	Newark and the Passaic corridor	formalized	-	kernel	-	Information Geometry Flow states on a negatively curved Fisher manifold. Correct and wrong sequences are non-homotopic geodesics — topologically separated outcomes. Full proof → Th
HVEH/index.html	index#5	Ready-to-submit materials	proved	proved	-	AutophagyDm3.lean	DOI) Complete mathematical framework. Five works accepted at XII Bienal SBM, Natal, Brazil, August 2026. ↗ LEAN AXLE engine — Lean 4 / Mathlib4 formal verification AutophagyDm3.lea
HVEH/operator-algebra.html	operator-algebra#1		kernel-checked	-	kernel	ZeoliteCommutation.lean	ttributed the effect to the wrong operator. K here is fixed geometry &mdash; sills and vanes, a static mask. A static gate composed with a pointwise map commutes exactly, for every
HVEH/operator-algebra.html	operator-algebra#2		machine-checked	-	kernel	-	_not_commute in the same file). Order-dependence is carried by whichever operator moves amplitude between locations &mdash; never by a gate acting alone. This page contains a reaso
HVEH/operator-algebra.html	operator-algebra#3	Operator Algebra	machine-checked	-	kernel	-	consequence of the transport term, not a tuning parameter. Status: the finite-dimensional statement — a static gate commutes with a sitewise map, and fails to commute with an inter
HVEH/operator-algebra.html	operator-algebra#4	Operator Algebra	formalized	-	kernel	-	s with a sitewise map, and fails to commute with an inter-site coupling — is machine-checked ( gate_commutes , coupling_not_commute ). The continuum claim for this basin is [MODEL]
HVEH/operator-algebra.html	operator-algebra#5	Operator Algebra	kernel-checked	-	kernel	-	nding measurement. Key relations Operator sequence G = U ∘ F ∘ K ∘ C Commutator [K, F] = KF − FK ≠ 0 Source of ≠ 0 advective transport inside F (not the gate) If F were pointwise [
HVEH/operator-algebra.html	operator-algebra#6	Operator Algebra	established	proved	cited	-	Γ INFLOW K curvature gate F fold amplifier Γ stable vortex [K, F] = KF − FK ≠ 0 order-dependence carried by transport in F F first → chaos Engineering consequence Basin vane geomet
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#1		empirical	-	measured	-	ss). It has not yet undergone peer review. Comments are welcome at g6llc@proton.me Submitted to the International Journal of Lexicography · Oxford University Press Lexical Generati
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#2		empirical	-	measured	-	ticle examines lexical generativity in English: the capacity of a finite lexical inventory to support a theoretically unbounded range of context-sensitive meanings in use. Drawing 
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#3		empirical	-	measured	-	ng (a) stored semantic primitives and qualia structure, (b) argument-structure templates licensed by class membership, and (c) event-type composition rules governing productive mea
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#4		contested	argued	-	-	event-type composition rules governing productive meaning extension. The empirical core consists of detailed analysis of twelve English verb classes, the systematic polysemy of Eng
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#5		formalized	-	kernel	-	ince Chomsky's early work on transformational grammar (1957, 1965). But while syntactic generativity — the capacity of a finite grammar to generate an infinite set of well-formed s
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#6		empirical	-	measured	-	tured inventory of primitives, templates, and mechanisms that produces the full range of attested uses from a compact, internally organized representation. The present article addr
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#7		empirical	-	measured	-	2 surveys the theoretical background, with particular attention to Levin (1993), FrameNet, VerbNet, and the Generative Lexicon. Section 3 presents the layered model. Sections 4, 5,
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#8		hypothesis	conjecture	-	-	epositions. Section 7 discusses computational implications. Section 8 offers broader discussion. Section 9 concludes. 2 Background and Related Work 2.1 Levin's Verb Classes and the
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#9		hypothesis	conjecture	-	-	s that the syntactic behaviour of a verb is not arbitrary but systematic, grounded in the verb's semantic content. Verbs sharing semantic properties share syntactic behaviour — the
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#10		proved	proved	-	-	emantic content. Verbs sharing semantic properties share syntactic behaviour — the argument-structure hypothesis — and unexplained syntactic divergence signals a semantic differenc
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#11		empirical	-	measured	-	erties share syntactic behaviour — the argument-structure hypothesis — and unexplained syntactic divergence signals a semantic difference. This insight has proved enormously produc
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#12	Lexical Generativity in English: An Empirical Study of Verb Classes, N	formalized	-	kernel	-	ina, &amp; Baayen, 2007; Jaeger, 2010) and cross-linguistic generalizability (Croft, 2012; Dixon, 2005). 2.2 Frame Semantics and FrameNet Frame semantics, developed by Fillmore (19
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#13	A Note to the Reader on Peer Review and Attribution	empirical	-	measured	-	sentences (Petruck, 2014; Boas, 2009). For the present study, FrameNet's frame-level taxonomy cuts across Levin's class-level taxonomy in illuminating ways, and its corpus annotati
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#14	Contents	empirical	-	measured	-	ntation (Pustejovsky &amp; Batiukova, 2019; Brunner &amp; Tu, 2015). The present article takes the GL as its primary theoretical reference point but departs from it in being more d
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#15	Contents	established	proved	cited	-	the movie's duration] (15d) The coffee is in the kitchen. [coercion to location of the container] The present model treats type coercion as a Level-III phenomenon constrained by th
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#16	Contents	formalized	-	kernel	-	kitchen. [coercion to location of the container] The present model treats type coercion as a Level-III phenomenon constrained by the qualia structure established at Level I. The me
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#17	Contents	established	proved	cited	-	quale] (16d) The kettle is boiling. [container for contents — constitutive quale] From a lexicographic perspective, metonymic transfer is a Level-III phenomenon that operates on th
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#18	Contents	established	proved	cited	-	Second, the model provides a principled account of the role of class membership in lexical generativity. The observation that verbs in the same Levin class share argument-structure
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#19	Contents	empirical	-	measured	-	by class membership (Level II), and productive generative mechanisms including type coercion, metonymic transfer, and aspectual composition (Level III). The model has been develope
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#20	Contents	empirical	-	measured	-	al aspect in cross-linguistic perspective, and the interaction of lexical generativity with discourse structure. Nevertheless, the present article argues that the layered model pro
deposits/zenodo-22242050/lexical-generativity-ijl.html	lexical-generativity-ijl#21	Contents	proved	proved	-	-	tation (pp. 69–94). Royal Netherlands Academy of Science. Brugman, C. (1988). The Story of Over: Polysemy, Semantics, and the Structure of the Lexicon. Garland. Brunner, T., &amp; 
vol2-v5/deposit/dashboard.html	dashboard#1	Lean 4 Proof Status — Honest Sorry Tracker	proved	proved	-	-	= ω−|μ_max|ρ²e^{−βz}+O(ρ³) Lean 4 Proof Status — Honest Sorry Tracker All sorry statements are open proof obligations. None are hidden. Green badges = closed in Lean 4. Red = open.
vol2-v5/deposit/dashboard.html	dashboard#2	Lean 4 Proof Status — Honest Sorry Tracker	proved	proved	-	-	en. Green badges = closed in Lean 4. Red = open. eigenvalue_at_zero PROVED λ(0) = 0 — neutral stability at embodiment threshold. simp [transverseEigenvalue] — closes immediately. e
vol2-v5/deposit/dashboard.html	dashboard#3	Lean 4 Proof Status — Honest Sorry Tracker	proved	proved	-	-	_z PROVED λ(z) &lt; 0 for z &gt; 0 — attracting post-embodiment. mul_neg_of_neg_of_pos + Real.exp_lt_exp against exp_zero. (exp_lt_one_of_neg, cited until V5, is not a Mathlib cons
vol2-v5/deposit/dashboard.html	dashboard#4	Lean 4 Proof Status — Honest Sorry Tracker	proved	proved	-	-	al.exp_lt_exp against exp_zero. (exp_lt_one_of_neg, cited until V5, is not a Mathlib constant.) toyModel_tau PROVED τ = √(4/1) = 2 in closed form. norm_num + Real.sqrt_eq_iff_sq_eq
vol2-v5/deposit/dashboard.html	dashboard#5	Lean 4 Proof Status — Honest Sorry Tracker	proved	proved	-	-	nt.) toyModel_tau PROVED τ = √(4/1) = 2 in closed form. norm_num + Real.sqrt_eq_iff_sq_eq. toyModel_epsilon0 PROVED ε₀ = 2 / (2·(1+2)) = 1/3. norm_num. Closes immediately. thm_C_si
vol2-v5/deposit/dashboard.html	dashboard#6	Lean 4 Proof Status — Honest Sorry Tracker	proved	proved	-	-	·(1+2)) = 1/3. norm_num. Closes immediately. thm_C_singularity_bijection PROVED A2, A3 have unique preimages in the singularity correspondence. cases + simp on finite inductive typ
vol2-v5/deposit/dashboard.html	dashboard#7	Operator Sequence G = U ∘ F ∘ K ∘ C and Contact Extension	proved	proved	-	-	s conclusion is True , not a sorry — so it passes every axiom check, which is why it is marked here rather than left to a badge. ★★★★☆ — distribution theory, not in Mathlib. The po
vol2-v5/deposit/dashboard.html	dashboard#8	Operator Sequence G = U ∘ F ∘ K ∘ C and Contact Extension	hypothesis	conjecture	-	-	d) and thm_A_regularization_at_fold (constant on it). thm_B_threshold_equivalence TRIVIAL The declaration proves μ_max &lt; 0 ⟺ τ &gt; 0, but from assumptions on both sides : each 
vol2-v5/deposit/dashboard.html	dashboard#9	Operator Sequence G = U ∘ F ∘ K ∘ C and Contact Extension	proved	proved	-	-	Open problem (§6.3). Requires global contact topology. OP2: Higher Resonances OPEN k:m correspondence between higher Ak and higher resonances. Open problem (§6.3). Requires Morse t
omega/ch-accounting.html	ch-accounting#1	What It Would Cost to Move Them	machine-checked	-	kernel	-	ow, every cost range, every window. Assume the compilation is wrong in ways this author cannot see. Here is what survives that deletion: The gate and the fold do not commute. That 
omega/ch-belief.html	ch-belief#1	The Floor — What Is Not Negotiable	established	proved	cited	-	nsequence is simple and non-mysterious: feeling fine is not a reliable indicator of biological state. The check is still required. Section Three What Belief Actually Does — The Sci
omega/ch-belief.html	ch-belief#2	Three Things That Look Like Inner Peace	proved	proved	-	-	ts with irritable bowel syndrome, Kaptchuk gave one group no treatment and another group open-label placebo — pills labelled explicitly "placebo pills made of inert substance." The
omega/ch-belief.html	ch-belief#3	Three Things That Look Like Inner Peace	proved	proved	-	-	belled explicitly "placebo pills made of inert substance." The open-label group improved significantly more than the no-treatment group. Patients knew they were receiving no active
omega/ch-beyond-the-radius.html	ch-beyond-the-radius#1		established	proved	cited	-	this book stated as compactly as it can be, and it comes from its hardest counter-case. Lock-In, and Why It Is Hard to Tell Apart Human history has the same problem in a lower key.
omega/ch-beyond-the-radius.html	ch-beyond-the-radius#2	Beyond the Radius	contested	argued	-	-	st. The stock example is the QWERTY keyboard, and it should be handled carefully, because the standard story &mdash; that a deliberately inefficient layout became locked in &mdash;
omega/ch-beyond-the-radius.html	ch-beyond-the-radius#3	Beyond the Radius	contested	argued	-	-	Y keyboard, and it should be handled carefully, because the standard story &mdash; that a deliberately inefficient layout became locked in &mdash; has been seriously contested, and
omega/ch-beyond-the-radius.html	ch-beyond-the-radius#4	What This Costs the Argument, and What It Does Not	contested	argued	-	-	on path dependence, P. A. David, &ldquo;Clio and the Economics of QWERTY&rdquo; (1985), together with the critique by S. J. Liebowitz and S. E. Margolis, which is why the example i
omega/ch-clay-energy.html	ch-clay-energy#1	Electronic Babylonian Library	speculative	conjecture	none	-	notice whether they share a hand, a ductus, a break line. Attempt one real thing One join attempt. One flagged sign that looks misread. One metadata gap filled in. Small and checka
omega/ch-cusa.html	ch-cusa#1	The Circle and the Line	proved	proved	-	Chain.lean	nbounded — share the same limit point, they "resonate" at that point. Not at every frequency: only at the one frequency they have in common, which is the limit $\tau = 2$. Cusa's T
omega/ch-fourfold.html	ch-fourfold#1		established	proved	cited	-	umer&ndash;Phillips theorems, neither of which is cited anywhere in this corpus. The algebraic half is unproblematic: $g_{s+t} = g_s \circ g_t$ and $g_0 = \mathrm{id}$ hold by cons
